type,country,date_added,release_year,rating,duration,listed_in,Cluster
1,621,"October 8, 2020",2020,11,7,482,0
0,603,"October 7, 2020",2020,7,104,207,1
1,407,"October 7, 2020",2020,11,1,414,0
0,603,"October 6, 2020",2020,8,96,185,1
0,506,"October 6, 2020",2019,9,90,288,1
0,58,"October 6, 2020",2020,13,33,121,2
0,603,"October 6, 2020",2017,9,81,337,1
1,251,"October 5, 2020",2020,9,1,100,0
0,718,"October 4, 2020",2020,6,84,274,1
0,58,"October 3, 2020",2020,11,44,285,2
0,492,"October 3, 2020",2018,9,115,331,1
1,736,"October 3, 2020",2016,13,1,422,0
1,736,"October 3, 2020",2017,13,1,422,0
0,492,"October 2, 2020",2016,9,94,220,1
0,736,"October 2, 2020",2020,13,22,121,2
1,603,"October 2, 2020",2005,12,1,433,0
1,603,"October 2, 2020",2020,11,1,461,0
1,15,"October 2, 2020",2009,12,3,437,0
0,368,"October 2, 2020",2020,11,107,326,2
0,251,"October 2, 2020",2020,11,115,200,2
0,302,"October 2, 2020",2020,11,93,353,2
0,492,"October 2, 2020",2017,11,107,220,2
0,603,"October 2, 2020",2020,7,86,207,1
0,342,"October 2, 2020",2020,11,112,220,2
0,338,"October 1, 2020",2020,12,102,25,2
0,418,"October 1, 2020",2017,8,91,344,1
0,603,"October 1, 2020",2019,9,83,285,1
0,426,"October 1, 2020",2013,11,73,39,2
1,603,"October 1, 2020",2019,9,1,498,0
1,435,"October 1, 2020",2018,11,1,394,0
1,319,"October 1, 2020",2016,11,2,85,0
0,603,"October 1, 2020",2016,8,139,36,1
1,45,"October 1, 2020",2020,11,1,245,0
0,603,"October 1, 2020",2019,9,95,274,1
0,363,"October 1, 2020",2016,7,101,22,1
0,690,"October 1, 2020",2019,11,75,281,2
1,736,"October 1, 2020",2018,11,1,292,0
1,218,"October 1, 2020",2020,11,1,412,0
0,718,"October 1, 2020",2005,7,87,288,4
1,2,"October 1, 2020",2019,11,1,391,0
1,319,"October 1, 2020",2018,11,3,80,0
0,736,"October 1, 2020",2019,12,91,220,2
0,412,"October 1, 2020",2020,9,120,212,1
0,618,"October 1, 2020",2020,8,123,36,1
1,603,"October 1, 2020",2003,12,5,487,0
1,603,"October 1, 2020",2019,9,1,488,0
0,603,"October 1, 2020",2018,9,95,344,1
1,342,"October 1, 2020",2020,11,1,241,0
0,603,"September 30, 2020",2020,11,84,274,2
0,353,"September 30, 2020",2019,12,29,326,2
1,319,"September 30, 2020",2010,11,3,80,0
1,603,"September 30, 2020",2020,12,4,487,0
0,566,"September 30, 2020",2018,11,28,332,2
0,603,"September 30, 2020",2020,8,122,333,1
0,603,"September 30, 2020",2020,11,28,285,2
1,15,"September 30, 2020",2020,11,8,262,0
0,603,"September 29, 2020",2012,7,98,274,1
0,603,"September 29, 2020",2020,11,59,470,2
0,603,"September 29, 2020",2020,8,80,0,1
0,431,"September 28, 2020",2002,7,103,283,4
0,251,"September 28, 2020",2013,12,104,319,2
0,251,"September 28, 2020",2014,9,146,200,1
0,251,"September 28, 2020",2008,11,135,219,2
0,251,"September 28, 2020",2003,12,129,219,2
0,251,"September 28, 2020",2009,9,115,220,1
0,251,"September 28, 2020",2007,9,143,219,4
0,251,"September 28, 2020",1999,9,173,329,4
0,251,"September 28, 2020",2007,9,129,332,4
0,251,"September 28, 2020",2007,12,149,219,2
1,603,"September 28, 2020",2020,12,1,291,0
1,603,"September 27, 2020",2019,11,4,405,0
1,603,"September 26, 2020",2020,9,4,487,0
0,251,"September 26, 2020",2015,9,98,319,1
1,212,"September 25, 2020",2020,9,1,235,0
1,736,"September 25, 2020",2020,13,3,433,0
0,736,"September 25, 2020",2016,11,115,326,2
1,603,"September 25, 2020",2020,11,1,487,0
1,435,"September 25, 2020",2020,11,1,414,0
0,736,"September 25, 2020",2019,11,44,283,2
0,671,"September 24, 2020",2011,7,127,61,1
1,603,"September 24, 2020",2020,11,4,291,0
0,506,"September 23, 2020",2020,7,124,11,1
0,603,"September 22, 2020",2020,10,85,274,2
1,603,"September 22, 2020",2020,11,1,291,0
0,603,"September 21, 2020",2020,12,20,274,2
0,319,"September 20, 2020",2018,12,102,326,2
0,319,"September 20, 2020",2016,11,129,52,2
0,319,"September 20, 2020",2017,11,124,52,2
0,319,"September 20, 2020",2017,11,118,52,2
0,319,"September 20, 2020",2016,11,111,52,2
0,736,"September 20, 2020",2019,11,125,52,2
0,319,"September 20, 2020",2016,11,94,52,2
0,150,"September 20, 2020",2019,11,130,353,2
0,251,"September 19, 2020",2013,9,117,217,1
0,251,"September 19, 2020",2015,9,137,52,1
1,736,"September 19, 2020",2020,13,1,433,0
0,251,"September 19, 2020",2013,11,139,329,2
0,251,"September 19, 2020",2016,9,111,217,1
0,251,"September 19, 2020",2014,11,103,332,2
0,251,"September 18, 2020",2020,11,120,319,2
1,603,"September 18, 2020",2020,11,1,499,0
1,603,"September 18, 2020",2020,10,1,446,0
1,603,"September 18, 2020",2019,9,7,265,0
0,272,"September 18, 2020",2020,9,98,220,1
0,251,"September 17, 2020",2014,9,130,375,1
1,736,"September 17, 2020",2020,11,1,80,0
0,162,"September 17, 2020",2020,11,96,283,2
0,506,"September 17, 2020",2020,13,61,125,2
0,736,"September 17, 2020",2014,9,137,375,1
0,603,"September 17, 2020",2020,11,90,318,2
1,212,"September 17, 2020",2020,11,1,410,0
1,302,"September 16, 2020",2020,11,3,417,0
1,603,"September 16, 2020",2020,9,1,300,0
1,538,"September 16, 2020",2020,11,2,97,0
0,736,"September 16, 2020",2018,11,69,470,2
1,394,"September 16, 2020",2020,11,2,244,0
1,603,"September 16, 2020",2020,12,1,446,0
0,603,"September 16, 2020",2020,8,139,344,1
0,444,"September 16, 2020",2020,11,94,332,2
0,544,"September 16, 2020",2016,8,92,52,1
1,506,"September 15, 2020",2020,11,9,109,0
0,491,"September 15, 2020",2020,12,80,281,2
0,506,"September 15, 2020",2020,11,63,470,2
0,206,"September 15, 2020",2002,8,88,322,4
1,603,"September 15, 2020",2020,11,2,293,0
0,645,"September 15, 2020",2013,6,105,125,1
0,736,"September 15, 2020",2020,6,93,121,1
0,368,"September 14, 2020",2018,11,140,328,2
1,523,"September 11, 2020",2020,13,2,110,0
0,342,"September 11, 2020",2020,9,103,127,1
1,162,"September 11, 2020",2020,11,2,410,0
1,603,"September 11, 2020",2007,9,8,487,0
0,603,"September 11, 2020",2014,6,102,121,1
0,217,"September 11, 2020",2020,14,93,125,2
1,444,"September 11, 2020",2020,11,1,400,0
1,506,"September 11, 2020",2020,11,1,108,0
0,736,"September 11, 2020",2014,9,69,470,1
0,251,"September 10, 2020",2018,9,133,332,1
0,251,"September 10, 2020",2018,9,157,326,1
0,251,"September 10, 2020",2019,9,116,326,1
0,251,"September 10, 2020",2019,12,112,326,2
0,251,"September 10, 2020",2018,12,96,200,2
0,251,"September 10, 2020",2017,10,127,141,2
1,603,"September 10, 2020",2020,9,5,498,0
1,603,"September 10, 2020",2020,10,1,433,0
0,251,"September 10, 2020",2019,11,130,329,2
0,492,"September 10, 2020",2018,11,93,220,2
0,251,"September 10, 2020",2016,9,138,200,1
0,251,"September 10, 2020",2016,9,138,200,1
0,272,"September 10, 2020",2017,10,92,121,2
0,150,"September 10, 2020",2018,9,110,332,1
0,603,"September 10, 2020",2020,11,102,207,2
0,251,"September 9, 2020",2020,9,113,199,1
0,162,"September 9, 2020",2020,11,96,326,2
1,603,"September 9, 2020",2020,12,1,446,0
1,444,"September 9, 2020",2020,11,1,235,0
0,2,"September 9, 2020",2020,9,108,219,1
0,603,"September 9, 2020",2020,7,94,274,1
0,435,"September 8, 2020",2020,11,99,353,2
1,435,"September 8, 2020",2020,9,1,394,0
0,426,"September 7, 2020",2020,10,86,136,2
0,492,"September 7, 2020",2010,11,98,319,2
1,736,"September 7, 2020",2020,14,2,422,0
0,603,"September 7, 2020",2010,6,111,274,4
1,24,"September 5, 2020",2017,11,1,503,0
0,506,"September 5, 2020",2020,8,97,309,1
1,603,"September 4, 2020",2020,9,1,463,0
0,603,"September 4, 2020",2020,8,135,318,1
0,426,"September 4, 2020",2019,9,93,200,1
1,603,"September 4, 2020",2020,14,2,422,0
0,368,"September 4, 2020",2019,11,94,199,2
0,388,"September 4, 2020",2015,9,117,220,1
0,45,"September 3, 2020",2020,11,63,470,2
0,272,"September 3, 2020",2018,12,73,319,2
0,603,"September 3, 2020",2020,12,91,215,2
1,506,"September 3, 2020",2020,11,1,244,0
1,603,"September 2, 2020",2020,9,1,297,0
0,212,"September 2, 2020",2020,11,93,319,2
0,228,"September 2, 2020",2009,6,101,125,4
0,746,"September 2, 2020",2020,10,93,283,2
1,736,"September 2, 2020",2020,11,1,308,0
0,244,"September 1, 2020",2018,7,96,40,1
0,388,"September 1, 2020",2016,9,112,369,1
0,354,"September 1, 2020",2020,13,72,148,2
1,319,"September 1, 2020",2017,11,2,80,0
1,603,"September 1, 2020",2020,13,1,422,0
1,134,"September 1, 2020",2012,11,3,412,0
0,322,"September 1, 2020",2019,12,112,69,2
1,319,"September 1, 2020",2016,9,1,84,0
0,319,"September 1, 2020",2016,9,72,5,1
1,603,"September 1, 2020",2020,11,1,472,0
1,162,"September 1, 2020",2002,11,4,409,0
1,164,"September 1, 2020",2020,14,1,422,0
0,603,"September 1, 2020",2011,6,92,125,1
0,603,"September 1, 2020",2008,8,109,185,4
1,603,"September 1, 2020",1998,12,6,497,0
0,251,"September 1, 2020",1998,9,155,200,4
0,444,"September 1, 2020",2018,11,109,284,2
0,603,"September 1, 2020",2020,14,115,125,2
0,302,"September 1, 2020",2020,11,97,331,2
1,319,"September 1, 2020",2019,9,1,84,0
0,611,"September 1, 2020",2011,6,103,125,1
1,506,"September 1, 2020",2020,13,2,94,0
0,58,"September 1, 2020",2020,13,24,121,2
0,251,"August 31, 2020",2020,9,110,220,1
0,603,"August 31, 2020",2020,11,97,0,2
0,603,"August 29, 2020",2020,6,94,309,1
1,589,"August 28, 2020",2020,11,1,96,0
1,251,"August 28, 2020",2020,11,1,410,0
0,427,"August 28, 2020",2020,11,107,52,2
0,444,"August 28, 2020",2020,11,97,375,2
1,319,"August 27, 2020",2020,9,3,80,0
0,603,"August 27, 2020",1998,11,103,199,4
0,483,"August 27, 2020",2020,11,88,353,2
0,603,"August 27, 2020",2016,7,111,310,1
1,121,"August 26, 2020",2020,11,1,400,0
0,701,"August 26, 2020",2019,11,94,327,2
0,603,"August 26, 2020",2020,11,33,274,2
1,603,"August 26, 2020",2020,11,1,446,0
0,506,"August 26, 2020",2020,7,107,284,1
1,603,"August 25, 2020",2020,13,1,422,0
1,603,"August 25, 2020",2020,11,2,506,0
0,603,"August 24, 2020",2016,7,110,344,1
1,736,"August 22, 2020",2019,11,1,115,0
1,368,"August 22, 2020",2013,10,1,409,0
0,251,"August 21, 2020",2020,9,98,332,1
0,342,"August 21, 2020",2020,11,81,347,2
1,603,"August 21, 2020",2020,11,1,487,0
1,58,"August 21, 2020",2020,9,3,385,0
0,603,"August 21, 2020",2020,12,104,9,2
1,435,"August 20, 2020",2020,11,1,418,0
0,603,"August 20, 2020",2020,12,17,285,2
0,150,"August 20, 2020",2019,11,121,217,2
0,2,"August 20, 2020",2020,9,100,326,1
1,603,"August 19, 2020",2020,9,1,446,0
1,603,"August 19, 2020",2020,9,1,300,0
0,736,"August 19, 2020",2020,14,70,125,2
0,603,"August 18, 2020",2019,8,97,185,1
0,368,"August 18, 2020",2017,12,75,200,2
0,272,"August 17, 2020",2020,12,102,200,2
1,603,"August 17, 2020",2020,14,2,422,0
0,272,"August 17, 2020",2018,12,88,278,2
0,589,"August 16, 2020",2012,7,158,328,1
0,721,"August 16, 2020",2014,7,102,60,1
1,435,"August 16, 2020",2020,11,2,238,0
1,736,"August 15, 2020",2016,12,1,394,0
1,134,"August 15, 2020",2020,11,5,410,0
1,412,"August 15, 2020",2014,9,2,412,0
0,251,"August 15, 2020",2009,12,203,219,2
1,45,"August 14, 2020",2020,11,4,415,0
0,736,"August 14, 2020",2020,10,59,284,2
0,58,"August 14, 2020",2020,14,92,125,2
0,699,"August 14, 2020",2018,11,104,318,2
0,506,"August 14, 2020",2020,13,72,121,2
0,603,"August 14, 2020",2020,8,113,0,1
1,603,"August 14, 2020",2020,11,1,260,0
1,121,"August 14, 2020",2020,11,1,241,0
1,603,"August 14, 2020",2014,14,4,432,0
1,319,"August 14, 2020",2018,14,1,86,0
0,162,"August 13, 2020",2019,11,93,200,2
0,589,"August 13, 2020",2016,8,119,318,1
0,643,"August 13, 2020",2012,11,105,325,2
1,603,"August 12, 2020",2020,11,1,446,0
0,251,"August 12, 2020",2020,9,113,39,1
0,603,"August 11, 2020",2014,6,93,133,1
0,603,"August 11, 2020",2020,11,44,470,2
1,603,"August 10, 2020",2020,10,1,433,0
1,319,"August 10, 2020",2019,11,2,385,0
0,603,"August 10, 2020",2020,7,110,337,1
0,736,"August 8, 2020",2018,9,113,326,1
1,368,"August 8, 2020",2016,9,1,412,0
0,629,"August 8, 2020",2020,8,90,359,1
0,212,"August 7, 2020",2020,11,82,217,2
1,444,"August 7, 2020",2020,11,3,241,0
1,736,"August 7, 2020",2020,11,3,446,0
1,212,"August 7, 2020",2020,12,1,385,0
0,603,"August 7, 2020",2018,9,69,274,1
0,603,"August 7, 2020",2020,13,46,121,2
1,603,"August 7, 2020",2020,12,1,301,0
1,603,"August 7, 2020",2020,14,1,432,0
1,603,"August 7, 2020",2020,13,1,422,0
0,603,"August 7, 2020",2020,9,94,185,1
1,58,"August 6, 2020",2016,14,5,422,0
0,737,"August 6, 2020",2020,12,72,283,2
1,148,"August 6, 2020",2020,11,3,414,0
0,162,"August 5, 2020",2020,9,95,284,1
0,736,"August 5, 2020",2019,9,101,375,1
1,603,"August 5, 2020",2020,9,1,235,0
0,736,"August 4, 2020",2020,13,21,121,2
0,603,"August 4, 2020",2020,10,71,125,2
1,45,"August 4, 2020",2020,12,1,294,0
0,603,"August 4, 2020",2020,11,64,470,2
1,603,"August 3, 2020",2020,11,1,291,0
0,603,"August 2, 2020",2020,11,92,199,2
0,603,"August 1, 2020",2017,8,80,185,1
1,603,"August 1, 2020",2000,12,6,497,0
1,58,"August 1, 2020",2020,10,1,422,0
1,319,"August 1, 2020",2014,9,1,89,0
0,603,"August 1, 2020",2020,8,104,0,1
0,58,"August 1, 2020",2020,13,25,121,2
1,58,"August 1, 2020",2018,10,1,426,0
0,497,"August 1, 2020",2017,8,111,337,1
1,319,"August 1, 2020",2008,9,1,81,0
1,603,"August 1, 2020",2020,13,2,422,0
0,736,"August 1, 2020",2020,11,72,470,2
0,58,"August 1, 2020",2018,8,99,441,1
1,506,"July 31, 2020",2020,12,1,97,0
0,212,"July 31, 2020",2020,13,83,125,2
0,251,"July 31, 2020",2020,11,150,332,2
0,426,"July 31, 2020",2020,11,108,220,2
0,603,"July 31, 2020",2020,10,44,121,2
1,603,"July 31, 2020",2020,12,3,446,0
1,621,"July 31, 2020",2020,9,2,485,0
0,386,"July 30, 2020",2017,11,102,326,2
1,603,"July 30, 2020",2020,14,1,75,0
0,251,"July 30, 2020",2020,11,137,199,2
1,736,"July 30, 2020",2020,11,1,393,0
0,368,"July 29, 2020",2016,11,112,220,2
0,352,"July 29, 2020",2019,11,102,332,2
0,46,"July 29, 2020",2020,11,103,319,2
0,394,"July 29, 2020",2020,11,136,332,2
0,603,"July 29, 2020",2020,12,41,274,2
0,603,"July 29, 2020",2019,11,88,274,2
1,603,"July 28, 2020",2020,11,5,291,0
0,603,"July 26, 2020",2020,11,84,199,2
1,603,"July 26, 2020",2019,11,10,488,0
0,251,"July 25, 2020",2020,9,114,217,1
0,105,"July 25, 2020",2020,9,110,52,1
0,251,"July 25, 2020",2016,11,103,319,2
0,114,"July 24, 2020",2020,14,106,125,2
0,603,"July 24, 2020",2020,13,46,125,2
0,368,"July 24, 2020",2019,11,115,326,2
0,458,"July 24, 2020",2020,11,140,375,2
0,319,"July 24, 2020",2020,11,124,329,2
1,444,"July 24, 2020",2020,10,1,387,0
0,589,"July 24, 2020",2020,9,133,230,1
1,603,"July 23, 2020",2015,9,1,291,0
0,435,"July 23, 2020",2020,14,91,125,2
0,426,"July 23, 2020",2019,12,30,326,2
1,603,"July 22, 2020",2020,11,1,234,0
1,370,"July 22, 2020",2020,11,3,409,0
0,603,"July 22, 2020",2019,11,67,288,2
0,241,"July 21, 2020",2019,11,105,39,2
0,506,"July 21, 2020",2020,11,58,470,2
1,736,"July 21, 2020",2020,12,1,304,0
1,506,"July 19, 2020",2017,11,1,96,0
0,168,"July 18, 2020",2018,9,87,326,1
1,162,"July 18, 2020",2019,13,1,422,0
1,15,"July 18, 2020",2018,11,1,447,0
1,508,"July 17, 2020",2020,11,1,482,0
0,603,"July 17, 2020",2020,8,100,274,1
1,603,"July 17, 2020",2020,9,2,262,0
1,45,"July 17, 2020",2020,11,1,414,0
0,368,"July 17, 2020",2019,11,95,217,2
0,603,"July 16, 2020",2020,9,90,513,1
0,165,"July 16, 2020",2018,11,102,220,2
0,368,"July 15, 2020",2019,9,98,329,1
1,342,"July 15, 2020",2020,11,1,241,0
0,736,"July 15, 2020",2020,14,68,125,2
1,603,"July 15, 2020",2020,11,1,448,0
1,37,"July 15, 2020",2016,13,2,111,0
0,368,"July 15, 2020",2018,9,104,332,1
0,302,"July 15, 2020",2020,11,89,217,2
1,603,"July 14, 2020",2020,11,1,291,0
0,15,"July 14, 2020",2020,11,62,470,2
0,162,"July 14, 2020",2020,11,86,283,2
0,426,"July 11, 2020",2016,11,104,326,2
1,45,"July 10, 2020",2020,9,1,386,0
1,603,"July 10, 2020",2020,12,1,298,0
0,150,"July 10, 2020",2018,9,101,217,1
0,603,"July 10, 2020",2020,9,17,274,1
1,603,"July 10, 2020",2020,14,1,430,0
0,603,"July 10, 2020",2020,8,126,0,1
1,38,"July 10, 2020",2019,11,1,244,0
0,736,"July 10, 2020",2019,10,120,217,2
1,319,"July 9, 2020",2020,11,1,80,0
1,492,"July 9, 2020",2020,11,4,392,0
1,435,"July 9, 2020",2020,9,1,379,0
0,363,"July 8, 2020",2018,8,89,289,1
0,603,"July 8, 2020",2020,9,96,285,1
1,15,"July 8, 2020",2020,11,1,412,0
0,603,"July 8, 2020",2018,8,91,211,1
0,643,"July 7, 2020",2012,6,86,121,1
0,736,"July 7, 2020",2020,11,67,470,2
0,632,"July 6, 2020",2019,11,89,289,2
0,736,"July 6, 2020",2020,11,65,366,2
0,251,"July 5, 2020",2012,9,151,219,1
0,251,"July 5, 2020",2011,9,116,22,1
0,251,"July 5, 2020",2012,9,110,329,1
0,251,"July 5, 2020",2013,11,123,326,2
0,251,"July 5, 2020",2013,9,139,22,1
0,251,"July 5, 2020",2016,11,95,319,2
0,251,"July 5, 2020",2013,9,121,219,1
0,251,"July 5, 2020",2015,12,127,200,2
0,251,"July 5, 2020",2015,9,162,332,1
0,251,"July 5, 2020",2015,9,128,39,1
0,251,"July 5, 2020",2014,9,112,25,1
1,488,"July 5, 2020",2020,11,1,393,0
0,251,"July 5, 2020",2013,11,125,329,2
0,251,"July 5, 2020",2013,9,128,332,1
0,251,"July 5, 2020",2014,12,120,331,2
0,251,"July 5, 2020",2011,11,86,319,2
0,251,"July 5, 2020",2014,11,107,220,2
0,251,"July 5, 2020",2012,12,129,200,2
0,251,"July 5, 2020",2014,9,135,200,1
0,603,"July 5, 2020",2019,11,97,322,2
0,251,"July 5, 2020",2019,9,125,319,1
0,251,"July 5, 2020",2012,9,162,52,1
0,251,"July 5, 2020",2015,11,136,200,2
0,251,"July 5, 2020",2014,11,138,200,2
0,251,"July 5, 2020",2011,11,126,38,2
0,251,"July 5, 2020",2013,12,137,332,2
0,251,"July 5, 2020",2011,9,114,200,1
0,251,"July 5, 2020",2013,9,96,217,1
1,251,"July 4, 2020",2020,14,2,433,0
1,444,"July 3, 2020",2019,11,6,391,0
0,603,"July 3, 2020",2020,11,107,230,2
0,276,"July 3, 2020",2020,11,89,326,2
0,477,"July 3, 2020",2017,7,94,274,1
1,319,"July 3, 2020",2020,11,1,418,0
1,603,"July 3, 2020",2020,12,1,446,0
1,603,"July 3, 2020",2020,10,1,437,0
0,235,"July 3, 2020",2019,11,148,200,2
1,603,"July 2, 2020",1993,10,1,446,0
0,45,"July 2, 2020",2020,11,82,470,2
1,603,"July 2, 2020",2020,11,1,485,0
0,302,"July 1, 2020",2019,9,95,281,1
1,506,"July 1, 2020",2019,11,1,114,0
1,483,"July 1, 2020",2016,11,1,412,0
1,621,"July 1, 2020",2019,13,1,422,0
0,444,"July 1, 2020",2020,11,120,326,2
0,492,"July 1, 2020",2015,11,115,25,2
0,58,"July 1, 2020",2019,11,107,288,2
0,658,"July 1, 2020",1999,8,105,513,4
0,492,"July 1, 2020",2014,11,134,217,2
1,603,"July 1, 2020",2020,9,1,447,0
0,589,"July 1, 2020",2007,7,128,54,4
0,603,"July 1, 2020",2019,11,103,185,2
0,453,"July 1, 2020",2019,9,96,281,1
0,690,"July 1, 2020",1990,8,114,60,4
1,162,"July 1, 2020",2004,13,1,422,0
0,302,"July 1, 2020",2020,11,102,220,2
1,319,"June 30, 2020",2020,9,1,80,0
0,603,"June 30, 2020",2020,11,52,470,2
1,101,"June 30, 2020",2020,11,1,412,0
0,571,"June 30, 2020",2011,9,86,39,1
0,272,"June 28, 2020",2020,10,104,329,2
0,368,"June 28, 2020",2019,11,76,281,2
0,736,"June 28, 2020",2019,9,135,326,1
1,228,"June 27, 2020",2020,11,3,244,0
0,15,"June 27, 2020",2020,6,99,140,1
1,121,"June 26, 2020",2020,11,1,391,0
0,603,"June 26, 2020",2020,7,124,228,1
1,603,"June 26, 2020",2020,11,1,291,0
0,368,"June 26, 2020",2019,9,117,220,1
0,388,"June 26, 2020",2016,11,107,319,2
0,251,"June 26, 2020",2019,11,111,329,2
0,736,"June 26, 2020",2019,9,116,329,1
0,251,"June 26, 2020",2019,9,135,326,1
1,435,"June 26, 2020",2020,10,1,378,0
0,251,"June 25, 2020",2020,11,126,369,2
0,251,"June 25, 2020",2015,9,164,39,1
0,251,"June 25, 2020",2006,9,166,329,4
0,603,"June 24, 2020",2020,7,104,289,1
0,251,"June 24, 2020",2020,11,94,350,2
1,506,"June 24, 2020",2020,12,1,104,0
0,96,"June 24, 2020",2020,11,92,319,2
0,603,"June 23, 2020",2020,11,52,470,2
1,603,"June 23, 2020",2020,9,2,160,0
0,251,"June 22, 2020",2020,9,112,319,1
0,368,"June 22, 2020",2017,12,90,220,2
1,435,"June 21, 2020",2020,11,1,379,0
0,603,"June 21, 2020",2017,8,101,325,1
0,368,"June 20, 2020",2019,11,84,326,2
1,603,"June 19, 2020",2020,9,2,300,0
0,251,"June 19, 2020",2020,11,112,200,2
0,180,"June 19, 2020",1997,9,136,326,4
0,603,"June 19, 2020",2020,11,108,285,2
0,603,"June 19, 2020",2020,10,110,127,2
1,603,"June 19, 2020",2020,12,1,446,0
0,162,"June 19, 2020",2020,11,93,39,2
1,45,"June 19, 2020",2020,11,2,394,0
0,492,"June 19, 2020",2020,11,90,329,2
0,154,"June 19, 2020",1994,9,130,326,4
1,603,"June 19, 2020",2020,11,2,492,0
0,172,"June 19, 2020",2020,11,128,332,2
0,319,"June 18, 2020",2020,12,104,67,2
0,151,"June 18, 2020",1979,11,131,176,3
0,180,"June 18, 2020",1989,11,109,176,3
0,150,"June 18, 2020",1982,11,129,175,3
0,150,"June 18, 2020",1958,9,73,176,3
0,150,"June 18, 2020",1956,9,104,176,3
0,736,"June 18, 2020",2020,12,48,284,2
0,388,"June 18, 2020",2019,9,114,217,1
0,488,"June 18, 2020",2020,10,86,283,2
0,150,"June 18, 2020",1963,11,194,17,3
0,328,"June 18, 2020",2010,11,76,329,2
0,150,"June 18, 2020",1954,9,116,176,3
0,150,"June 18, 2020",1970,11,130,176,3
0,80,"June 18, 2020",2014,6,85,125,1
1,603,"June 18, 2020",2020,11,2,413,0
0,589,"June 17, 2020",2018,8,108,211,1
0,603,"June 17, 2020",2020,12,81,139,2
0,369,"June 16, 2020",2012,9,76,326,1
0,603,"June 16, 2020",2016,7,92,359,1
1,603,"June 15, 2020",2015,12,2,446,0
0,589,"June 15, 2020",2019,11,85,288,2
0,9,"June 15, 2020",2013,6,85,150,1
0,338,"June 15, 2020",2019,9,108,39,1
0,368,"June 13, 2020",2019,11,120,332,2
1,603,"June 13, 2020",2020,10,4,433,0
0,251,"June 13, 2020",2020,9,117,326,1
1,603,"June 13, 2020",2020,9,6,264,0
0,272,"June 13, 2020",2020,9,100,329,1
0,251,"June 12, 2020",2020,11,101,199,2
0,603,"June 12, 2020",2020,8,156,36,1
1,736,"June 12, 2020",2020,11,2,447,0
1,644,"June 12, 2020",2020,11,4,487,0
1,212,"June 12, 2020",2020,11,1,402,0
0,603,"June 12, 2020",2020,11,55,470,2
0,319,"June 12, 2020",2018,6,96,66,1
1,319,"June 12, 2020",2002,9,4,75,0
1,342,"June 12, 2020",2020,11,1,241,0
1,396,"June 12, 2020",2020,11,1,244,0
0,501,"June 11, 2020",2014,11,104,200,2
0,412,"June 11, 2020",2008,9,101,217,1
1,302,"June 10, 2020",2020,11,1,413,0
1,603,"June 10, 2020",2020,9,5,486,0
1,603,"June 10, 2020",2020,11,1,298,0
0,603,"June 10, 2020",2009,8,113,199,1
1,435,"June 10, 2020",2018,11,1,238,0
1,45,"June 10, 2020",2020,11,1,418,0
0,435,"June 10, 2020",2018,11,126,55,2
0,603,"June 8, 2020",2017,7,98,337,1
0,394,"June 7, 2020",2020,11,114,329,2
0,251,"June 7, 2020",2020,9,132,375,1
0,251,"June 7, 2020",2018,9,92,319,1
1,692,"June 6, 2020",2018,11,4,256,0
0,603,"June 6, 2020",2020,8,90,318,1
1,603,"June 5, 2020",2020,11,4,264,0
0,150,"June 5, 2020",2016,9,86,326,1
0,603,"June 5, 2020",2014,7,103,230,1
0,251,"June 5, 2020",2020,9,114,326,1
0,368,"June 5, 2020",2019,11,115,217,2
1,603,"June 5, 2020",2020,9,5,446,0
1,621,"June 5, 2020",2019,9,15,157,0
0,603,"June 5, 2020",2020,11,149,38,2
0,736,"June 5, 2020",2010,11,96,329,2
1,319,"June 4, 2020",2020,11,3,80,0
0,492,"June 4, 2020",2017,9,102,329,1
0,492,"June 4, 2020",2017,11,105,217,2
0,150,"June 3, 2020",2007,11,114,220,2
0,603,"June 3, 2020",2017,8,94,199,1
0,603,"June 3, 2020",2020,10,83,135,2
1,736,"June 2, 2020",2019,9,1,446,0
0,150,"June 2, 2020",2008,9,106,217,4
0,150,"June 2, 2020",2006,9,116,200,4
0,150,"June 2, 2020",2006,9,109,217,4
0,736,"June 2, 2020",2009,9,97,220,1
0,150,"June 2, 2020",2012,11,100,200,2
0,150,"June 2, 2020",2008,9,116,326,4
0,150,"June 2, 2020",2004,9,111,25,4
0,58,"June 2, 2020",2020,13,24,121,2
0,415,"June 2, 2020",2006,12,95,200,2
0,150,"June 2, 2020",2011,9,135,220,1
0,150,"June 1, 2020",2019,11,95,350,2
1,319,"June 1, 2020",1999,14,2,80,0
0,251,"June 1, 2020",2020,9,92,199,1
0,748,"June 1, 2020",2017,10,100,220,2
1,435,"June 1, 2020",2016,11,1,383,0
0,499,"June 1, 2020",2019,12,80,217,2
1,319,"June 1, 2020",2018,11,1,80,0
1,319,"June 1, 2020",2014,11,3,412,0
0,322,"June 1, 2020",2018,6,98,2,1
1,435,"June 1, 2020",2017,11,1,379,0
1,435,"June 1, 2020",2017,11,1,379,0
0,603,"June 1, 2020",2017,8,104,197,1
0,550,"June 1, 2020",2016,9,98,309,1
0,406,"May 31, 2020",2019,9,104,336,1
0,499,"May 29, 2020",2018,12,99,200,2
0,251,"May 29, 2020",2020,11,68,470,2
1,603,"May 29, 2020",2020,11,1,487,0
